Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Starting_Salary,Current_Job_Level,Entrepreneurship,
S02572,19,Male,3.24,1138,438,2.45,Medicine,47400,Entry,No,
S02573,29,Female,3.17,1123,2,3.37,Mathematics,63100,Mid,No,
S02574,23,Female,2.56,987,929,3.44,Arts,84700,Mid,No,
S02575,28,Male,3.82,1436,562,2.55,Law,49000,Mid,No,
S02576,19,Male,2.61,1328,135,3.58,Arts,71200,Entry,No,
S02577,29,Female,2.9,1119,146,3.71,Engineering,38700,Mid,No,
S02578,24,Female,3.09,1174,179,3.84,Engineering,42800,Entry,No,
S02579,20,Male,2.2,1546,264,2.32,Medicine,25000,Mid,No,
S02580,20,Female,3.86,965,311,2.61,Medicine,74400,Entry,No,
S02581,22,Male,2.75,1491,204,3.72,Medicine,25100,Mid,No,
S02582,20,Female,2.16,1322,811,2.4,Engineering,33000,Senior,No,
S02583,19,Male,2.77,1154,699,2.01,Engineering,53400,Mid,No,
S02584,27,Other,3.2,1024,30,3.74,Arts,80700,Mid,No,
S02585,26,Female,3.03,1045,59,2.65,Engineering,25000,Entry,No,
S02586,19,Female,3.39,1514,9,2.83,Law,55500,Entry,No,
S02587,28,Female,2.11,1284,988,2.89,Business,28600,Entry,No,
S02588,19,Female,2.57,1346,324,3.7,Business,75200,Entry,Yes,
S02589,25,Female,3.64,1286,167,2.68,Medicine,52600,Mid,No,
S02590,26,Male,2.16,1282,337,3.78,Engineering,73300,Mid,No,
S02591,24,Female,3.71,1176,907,3.23,Law,38600,Executive,No,
S02592,20,Female,2.18,1281,379,3.05,Business,43200,Entry,No,
S02593,26,Female,3.67,1023,898,2.65,Arts,36000,Executive,No,
S02594,20,Male,2.72,1166,791,2.49,Computer Science,71700,Entry,No,
S02595,22,Male,3.22,1010,703,3.25,Mathematics,71300,Mid,Yes,
S02596,26,Male,2.31,1280,242,2.89,Arts,40200,Executive,Yes,
S02597,29,Female,2.13,1500,790,3.82,Computer Science,64600,Mid,No,
S02598,20,Male,2.43,1057,957,2.98,Law,48500,Entry,No,
S02599,24,Female,2.26,1447,666,3.02,Arts,25000,Mid,No,
S02600,29,Female,2.62,1498,908,2.83,Business,57500,Senior,No,
S02601,18,Female,3.03,1017,160,3.58,Engineering,62800,Senior,No,
S02602,21,Female,3.18,1227,777,2.85,Computer Science,66500,Entry,No,
S02603,21,Male,3.58,1593,235,2.54,Engineering,51100,Mid,No,
S02604,24,Male,3.31,967,453,3.72,Law,44900,Senior,No,
S02605,25,Male,3.22,1333,858,3.19,Mathematics,42600,Entry,No,
S02606,18,Female,2.82,1258,199,3.18,Mathematics,63600,Entry,No,
S02607,22,Male,2.95,1570,477,3.22,Engineering,56300,Executive,No,
S02608,24,Female,2.83,1342,33,3.44,Business,40400,Entry,No,
S02609,29,Male,3.68,1063,408,2.63,Law,54200,Mid,No,
S02610,21,Male,2.46,1260,89,2.07,Mathematics,60800,Mid,No,
S02611,21,Male,2.01,1484,607,3.62,Medicine,61200,Entry,Yes,
S02612,21,Female,3.3,1018,221,2.26,Medicine,50000,Senior,No,
S02613,29,Female,2.4,1094,69,3.44,Computer Science,68700,Entry,No,
S02614,23,Male,3.78,1500,294,2.16,Business,38200,Mid,No,
S02615,24,Female,3.72,1487,237,2.75,Engineering,50700,Mid,No,
S02616,19,Male,2.15,1550,907,2.13,Arts,64000,Entry,No,
S02617,22,Other,2.21,1140,160,3.04,Arts,54700,Entry,Yes,
S02618,21,Female,2.99,1408,832,3.31,Law,51300,Mid,Yes,
S02619,20,Male,3.22,1565,840,2.34,Computer Science,38800,Entry,No,
S02620,24,Female,2.55,1464,788,2.74,Computer Science,30700,Entry,No,
S02621,28,Male,3.43,1041,290,3.86,Computer Science,39700,Entry,No,
S02622,29,Other,3.19,930,879,2.88,Business,67600,Senior,No,
S02623,23,Male,2.65,1122,554,3.61,Arts,40200,Entry,No,
S02624,24,Female,2.05,1165,904,3.85,Law,50000,Entry,Yes,
S02625,22,Male,3.5,1181,578,3.95,Business,79800,Mid,Yes,
S02626,23,Female,2.43,1280,533,3.8,Law,65400,Entry,No,
S02627,22,Female,3.67,1455,335,2.63,Business,47700,Mid,No,
S02628,24,Female,2.84,961,582,3.93,Engineering,46300,Mid,No,
S02629,19,Female,3.15,1420,773,3.62,Business,71600,Entry,No,
S02630,28,Female,3.75,970,502,3.67,Business,44900,Entry,Yes,
S02631,22,Male,3.73,1501,246,2.03,Engineering,50100,Entry,No,
S02632,23,Male,2.74,1435,323,3.91,Medicine,47200,Executive,Yes,
S02633,23,Male,2.42,1039,747,3.56,Engineering,74600,Mid,No,
S02634,22,Other,3.55,1215,939,3.54,Computer Science,49900,Entry,No,
S02635,27,Male,2.87,1239,784,2.16,Mathematics,45100,Entry,No,
S02636,24,Female,2.38,1489,611,2.47,Medicine,60400,Mid,Yes,
S02637,27,Female,3.81,1427,329,3.92,Mathematics,79200,Entry,No,
S02638,25,Male,2.4,1440,547,3,Arts,31700,Entry,Yes,
S02639,24,Male,2.05,1315,339,2.8,Mathematics,55200,Entry,No,
S02640,22,Male,2.04,1366,171,3.68,Law,37600,Mid,No,
S02641,18,Male,3.24,1274,110,2.17,Business,71500,Senior,No,
S02642,22,Male,3.32,1190,994,2.83,Medicine,33300,Entry,No,
S02643,27,Male,2.62,942,807,2.75,Arts,62200,Entry,No,
S02644,19,Female,2.64,952,10,2.7,Engineering,39000,Entry,No,
S02645,22,Other,2.68,1131,202,2.62,Engineering,74600,Entry,Yes,
S02646,22,Male,3.36,1111,916,2.42,Computer Science,86300,Entry,No,
S02647,19,Male,2.12,907,257,2.35,Mathematics,68500,Entry,Yes,
S02648,22,Male,3.86,1533,262,3.28,Computer Science,49400,Entry,Yes,
S02649,21,Female,2.45,1382,693,3.84,Medicine,31900,Entry,Yes,
S02650,18,Female,4,941,430,3.02,Mathematics,52900,Entry,No,
S02651,20,Male,2.34,1232,507,2.6,Law,53900,Mid,No,
S02652,18,Male,3.54,1132,66,2.32,Business,84900,Mid,No,
S02653,29,Female,2.45,969,806,3.66,Engineering,52000,Senior,No,
S02654,28,Female,2.16,915,673,3.94,Medicine,39300,Entry,No,
S02655,22,Male,3.75,968,579,2.7,Mathematics,53100,Entry,No,
S02656,21,Female,3.72,952,612,2.58,Medicine,44300,Entry,Yes,
S02657,24,Male,2.81,1584,589,3.2,Law,48600,Mid,No,
S02658,22,Male,3.4,1278,35,3.55,Mathematics,82400,Entry,No,
S02659,27,Female,3.11,1362,975,2.91,Medicine,37300,Entry,No,
S02660,21,Female,3.71,1426,557,3.26,Computer Science,64400,Entry,No,
S02661,19,Male,2.63,1578,662,3.43,Law,45300,Executive,No,
S02662,21,Female,3.05,962,491,3.92,Engineering,49500,Executive,Yes,
S02663,29,Male,2.97,1160,580,2.33,Mathematics,49800,Mid,No,
S02664,19,Female,2.71,1399,254,3.99,Computer Science,35500,Entry,Yes,
S02665,25,Female,3.78,1020,17,2.78,Computer Science,58800,Mid,No,
S02666,20,Female,2.33,1139,261,3.45,Law,25000,Mid,No,
S02667,26,Female,2.3,1364,725,3.14,Law,45500,Mid,No,
S02668,21,Male,3.15,1006,825,2.97,Medicine,54400,Senior,Yes,
S02669,23,Female,3.31,1079,256,3.4,Arts,58700,Entry,Yes,
S02670,27,Female,2.39,915,728,2.79,Arts,58000,Senior,Yes,
S02671,22,Female,2.78,1254,863,2.25,Arts,33100,Senior,No,
S02672,27,Male,3.89,1208,424,2.98,Mathematics,43700,Mid,No,
S02673,18,Female,2.49,1488,501,3.04,Mathematics,52100,Mid,No,
S02674,26,Female,3.34,1504,286,2.4,Medicine,38700,Entry,No,
S02675,18,Male,3.48,1080,938,3.87,Business,52700,Mid,No,
S02676,25,Female,2.9,1073,7,2.45,Mathematics,58100,Mid,No,
S02677,26,Male,3.88,1253,497,2.82,Engineering,41900,Entry,No,
S02678,26,Male,3.47,1253,892,2.31,Medicine,59600,Entry,Yes,
S02679,18,Female,2.92,1118,199,3.07,Medicine,46200,Mid,Yes,
S02680,19,Female,3.14,1554,603,2.62,Computer Science,37800,Executive,Yes,
S02681,29,Female,3.39,1214,984,2.98,Arts,69800,Entry,No,
S02682,18,Male,3.18,1333,659,2.45,Law,42700,Entry,Yes,
S02683,27,Other,3.76,1181,937,2.11,Medicine,28400,Senior,No,
S02684,19,Male,2.71,1158,418,3.56,Business,42300,Entry,No,
S02685,27,Male,2.6,1458,662,3.28,Mathematics,53700,Executive,No,
S02686,29,Male,2.43,904,52,2.68,Engineering,55100,Mid,No,
S02687,25,Female,2.08,1473,243,2.09,Business,33700,Senior,No,
S02688,22,Female,2.09,1495,219,3.73,Medicine,59300,Senior,No,
S02689,29,Female,3.74,1544,518,2.34,Medicine,49400,Mid,Yes,
S02690,28,Female,3.36,1293,970,3.86,Computer Science,28200,Entry,No,
S02691,24,Male,3.32,1235,109,2.96,Business,25000,Entry,No,
S02692,19,Female,3.23,962,351,2.68,Computer Science,53200,Entry,No,
S02693,25,Male,3.7,943,921,3.48,Law,45200,Senior,No,
S02694,28,Female,2.96,1052,66,3.75,Business,36700,Mid,No,
S02695,23,Male,3.74,1582,10,2.74,Arts,40700,Entry,No,
S02696,25,Female,2.72,1055,202,2.81,Law,48500,Entry,Yes,
S02697,18,Female,3.85,1377,794,2.87,Arts,48200,Entry,No,
S02698,18,Female,3.4,1174,901,3.84,Business,48200,Mid,No,
S02699,29,Female,2.51,1257,214,3.39,Computer Science,47800,Entry,No,
S02700,24,Male,3.13,1325,68,2.5,Arts,79600,Entry,No,
S02701,25,Female,3.07,1431,759,2.37,Medicine,42300,Mid,No,
S02702,20,Male,2.28,1382,866,2.46,Mathematics,60900,Entry,No,
S02703,22,Female,3.18,1113,327,2.53,Engineering,59100,Entry,No,
S02704,29,Female,2.63,978,50,2.46,Computer Science,41300,Entry,No,
S02705,18,Male,2.1,1038,17,3.32,Law,25000,Senior,No,
S02706,24,Other,3.9,997,523,2.23,Mathematics,43700,Entry,No,
S02707,22,Female,3.28,1563,821,2.77,Law,25100,Mid,No,
S02708,25,Male,3.75,1097,306,3.25,Business,25000,Mid,No,
S02709,25,Female,3.35,1055,392,2.58,Law,42400,Mid,No,
S02710,26,Male,2.71,949,988,2.13,Engineering,51200,Entry,Yes,
S02711,24,Female,3.03,1378,124,2.16,Engineering,46800,Entry,No,
S02712,28,Female,3.35,1127,504,2.25,Medicine,25500,Entry,No,
S02713,18,Other,3.92,1356,225,3.67,Law,31800,Entry,No,
S02714,20,Female,2.51,1421,756,3.32,Computer Science,52300,Entry,No,
S02715,25,Male,3.75,1048,318,2.13,Engineering,59300,Entry,No,
S02716,20,Female,3.85,957,473,2.78,Computer Science,37500,Entry,No,
S02717,25,Male,3.34,1061,981,2.56,Medicine,49600,Entry,No,
S02718,18,Female,3.86,1376,844,3.16,Business,53100,Mid,No,
S02719,22,Female,2.8,1006,891,3.05,Engineering,75900,Senior,No,
S02720,21,Male,3.91,1326,858,2.96,Engineering,73700,Entry,No,
S02721,22,Male,3.41,1294,541,2.63,Engineering,58900,Entry,No,
S02722,25,Female,2.08,1085,358,2.28,Law,25000,Entry,No,
S02723,27,Female,3.81,1457,483,3.48,Computer Science,72200,Entry,Yes,
S02724,21,Male,2.97,1345,869,3.76,Mathematics,57100,Entry,No,
S02725,28,Male,2.92,1540,878,3.89,Engineering,40300,Entry,No,
S02726,21,Male,3.13,1347,940,2.12,Computer Science,79600,Senior,No,
S02727,20,Female,2.3,986,877,3.48,Law,45300,Mid,No,
S02728,24,Male,2.94,1148,429,3.45,Arts,82300,Executive,Yes,
S02729,20,Female,3.66,1339,797,3.89,Arts,33100,Entry,No,
S02730,29,Male,2.03,1156,497,2.51,Computer Science,43600,Senior,No,
S02731,20,Female,2.55,1176,472,3.48,Law,25000,Senior,No,
S02732,28,Male,2,1337,571,2.11,Arts,43000,Senior,Yes,
S02733,27,Female,2.83,1415,655,3.26,Medicine,68100,Entry,No,
S02734,22,Male,3.46,1476,838,2.7,Medicine,41600,Mid,No,
S02735,22,Female,3.6,1101,864,3.54,Arts,37500,Mid,No,
S02736,23,Male,3.89,1474,300,3.73,Business,68800,Mid,No,
S02737,25,Female,3.22,1554,738,2.73,Computer Science,52400,Mid,No,
S02738,27,Female,2.51,1079,676,3.05,Arts,52000,Mid,No,
S02739,23,Male,3.85,1585,84,2.23,Computer Science,33600,Executive,No,
S02740,29,Female,3.55,1224,377,2.83,Mathematics,34800,Senior,No,
S02741,18,Female,3.15,1522,313,2.72,Mathematics,46300,Senior,No,
S02742,25,Male,3.39,1586,629,2.37,Law,25000,Entry,No,
S02743,25,Male,3.85,1374,320,3.79,Mathematics,62000,Mid,Yes,
S02744,26,Male,3.42,1564,204,2.3,Mathematics,59200,Entry,Yes,
S02745,26,Female,2.74,1299,355,3.27,Arts,56300,Entry,No,
S02746,19,Female,3.43,1116,294,3.78,Medicine,30300,Senior,No,
S02747,19,Male,2.08,1352,504,3.82,Law,60600,Senior,No,
S02748,20,Female,2.77,1303,145,3.59,Mathematics,37200,Mid,No,
S02749,18,Female,2.81,1139,539,2.35,Business,68600,Senior,No,
S02750,21,Female,2.33,1085,17,3.63,Computer Science,45400,Entry,No,
S02751,21,Female,2.05,947,575,2.55,Business,51200,Entry,No,
S02752,26,Female,2.27,1285,779,3.84,Mathematics,59500,Senior,No,
S02753,26,Female,3.31,1107,576,3.42,Medicine,54500,Entry,No,
S02754,26,Male,3.6,1056,39,3.57,Mathematics,25000,Entry,No,
S02755,27,Female,3.98,1124,130,2.17,Engineering,25000,Entry,No,
S02756,24,Female,2.69,1043,115,3.17,Engineering,38200,Entry,No,
S02757,19,Male,3.2,1318,450,3.64,Computer Science,56100,Entry,No,
S02758,27,Female,3.87,1010,950,3.72,Law,75800,Entry,No,
S02759,22,Female,2.33,1364,925,2.06,Medicine,45400,Senior,No,
S02760,21,Female,3.44,1031,45,3.88,Mathematics,62200,Senior,Yes,
S02761,29,Male,3.51,1524,216,2.09,Computer Science,60200,Entry,No,
S02762,28,Male,2.18,1500,600,3.23,Law,29900,Mid,No,
S02763,25,Female,3.72,1572,848,3.39,Computer Science,49900,Entry,No,
S02764,19,Female,3.63,1233,415,2.21,Computer Science,41000,Mid,No,
S02765,23,Male,2.07,974,689,2.1,Business,36200,Entry,No,
S02766,22,Female,2.18,1311,265,3.57,Arts,75500,Mid,No,
S02767,29,Female,2.1,1418,923,2.77,Medicine,55700,Mid,No,
S02768,19,Male,2.67,1524,440,2.21,Business,37500,Entry,No,
S02769,28,Male,3.02,935,617,3.53,Law,41100,Senior,No,
S02770,27,Male,3.06,1524,381,3.7,Arts,51900,Mid,No,
S02771,18,Female,2.54,1122,846,3.17,Computer Science,55600,Mid,No,
S02772,25,Male,3.82,1429,301,2.32,Engineering,25000,Entry,No,
S02773,19,Male,2.74,1140,985,2.03,Mathematics,70000,Mid,No,
S02774,24,Male,2.09,1033,171,3.4,Business,53100,Entry,No,
S02775,26,Male,2.6,1290,620,3.1,Medicine,36100,Senior,No,
S02776,26,Male,3.06,1001,406,3.3,Medicine,86200,Senior,No,
S02777,25,Male,2.82,1551,355,3.63,Arts,56500,Entry,No,
S02778,28,Female,2.55,1580,161,2.87,Business,73200,Mid,No,
S02779,29,Female,2.26,1397,795,2.25,Computer Science,68700,Entry,No,
S02780,27,Male,3.64,1410,552,3.88,Arts,80300,Senior,Yes,
S02781,26,Male,3.99,1436,26,3.09,Law,65900,Entry,Yes,
S02782,19,Other,2.66,1444,83,3.23,Medicine,64200,Entry,No,
S02783,23,Male,2.76,1242,173,3.87,Law,61500,Entry,No,
S02784,21,Male,3.24,905,999,3.86,Business,71600,Mid,Yes,
S02785,21,Male,3.44,1093,685,3.14,Engineering,41600,Entry,No,
S02786,22,Male,2.78,1036,794,2.6,Law,56200,Mid,No,
S02787,29,Female,3.81,1372,70,3.99,Mathematics,41800,Mid,No,
S02788,20,Male,3.12,1115,835,3.36,Computer Science,64000,Entry,No,
S02789,18,Female,2.9,1248,6,2.82,Mathematics,45500,Mid,No,
S02790,25,Male,3.29,1082,796,3.12,Medicine,46600,Entry,Yes,
S02791,22,Male,3.91,1067,195,2.83,Mathematics,25000,Senior,No,
S02792,20,Female,3.59,937,525,3.78,Business,79900,Entry,No,
S02793,27,Male,2.08,1574,63,2.96,Engineering,31400,Senior,No,
S02794,24,Female,2.66,1370,13,3.65,Medicine,56400,Mid,Yes,
S02795,24,Male,2.94,1351,761,3.68,Engineering,59200,Mid,No,
S02796,18,Female,2.63,1389,205,3.65,Medicine,71200,Entry,No,
S02797,29,Male,3.4,1041,897,3.44,Arts,42600,Entry,No,
S02798,26,Female,3.65,1002,765,3.71,Mathematics,29600,Entry,Yes,
S02799,19,Male,3.46,941,40,2.77,Arts,64400,Entry,No,
S02800,22,Female,3.98,1046,165,2.23,Arts,67400,Entry,No,
S02801,22,Male,2.55,965,31,3.68,Business,55500,Entry,No,
S02802,25,Female,3.75,1092,529,3,Arts,50700,Entry,No,
S02803,25,Male,3.53,1197,649,2.25,Business,49500,Entry,Yes,
S02804,24,Female,2.72,937,877,2.23,Computer Science,33400,Executive,No,
S02805,24,Male,3.47,1401,832,2.32,Arts,25000,Mid,No,
S02806,29,Male,2.21,1552,825,3.5,Business,74900,Senior,Yes,
S02807,28,Female,3.58,1517,909,3.42,Medicine,50200,Entry,No,
S02808,23,Male,3.06,1327,677,2.41,Business,62300,Entry,No,
S02809,23,Male,2.58,1563,398,3.69,Law,44700,Mid,Yes,
S02810,28,Female,3.31,1251,459,2.56,Business,44700,Senior,No,
S02811,26,Other,3.28,1225,793,3.59,Mathematics,43000,Mid,No,
S02812,23,Male,2.42,937,223,2.98,Law,47100,Mid,No,
S02813,29,Female,2.06,996,634,3.46,Medicine,66900,Entry,No,
S02814,19,Female,2.87,1007,78,2.76,Mathematics,52000,Executive,No,
S02815,19,Male,3.14,1530,825,2.69,Business,75200,Mid,Yes,
S02816,22,Female,3.75,1050,839,3.68,Mathematics,33000,Entry,No,
S02817,21,Female,3.86,973,600,2.07,Medicine,47300,Entry,No,
S02818,28,Other,3.06,956,625,3.95,Mathematics,49200,Entry,No,
S02819,19,Male,3.51,1234,612,3.3,Law,60900,Entry,Yes,
S02820,20,Female,2.88,1151,938,2.86,Engineering,39500,Mid,No,
S02821,24,Male,3.49,1153,938,3.26,Arts,67300,Entry,No,
S02822,25,Male,2.41,1284,815,2.25,Law,59500,Entry,No,
S02823,29,Male,2.74,1355,884,3.03,Computer Science,74000,Mid,No,
S02824,23,Other,3.27,1158,428,3.97,Business,42400,Entry,No,
S02825,28,Female,2.04,1364,425,2.47,Mathematics,25100,Entry,No,
S02826,22,Female,3.44,933,387,3.44,Medicine,64500,Mid,No,
S02827,18,Female,3.67,1394,239,2.87,Arts,66400,Entry,Yes,
S02828,25,Male,2.8,1225,858,3.3,Mathematics,25000,Entry,No,
S02829,20,Male,2.9,1137,623,2.41,Business,58500,Executive,No,
S02830,23,Male,3.7,1590,90,2.94,Arts,54700,Mid,No,
S02831,20,Male,3.55,1515,385,3.96,Engineering,41800,Entry,No,
S02832,24,Female,2.58,1440,975,2.39,Business,73300,Mid,No,
S02833,24,Female,2.65,1365,139,3.27,Mathematics,43700,Entry,No,
S02834,29,Male,3.36,1203,997,3.15,Medicine,75500,Entry,No,
S02835,26,Male,3.13,1016,647,3.13,Engineering,64100,Mid,No,
S02836,22,Male,2.32,1106,524,3.23,Business,60800,Entry,No,
S02837,25,Male,2.62,1596,244,3,Arts,57300,Senior,No,
S02838,27,Female,3.8,1380,505,2.03,Mathematics,61000,Entry,No,
S02839,27,Female,3.38,1549,422,3.8,Engineering,41100,Mid,No,
S02840,25,Female,3.97,1302,182,3.65,Medicine,32100,Entry,No,
S02841,18,Male,3.53,1575,195,2.35,Business,75500,Mid,Yes,
S02842,29,Male,3.88,1486,874,2.83,Arts,41500,Entry,No,
S02843,22,Male,2.43,1132,634,3.54,Mathematics,46800,Entry,No,
S02844,20,Female,3.54,1183,53,3.96,Arts,29900,Senior,No,
S02845,18,Female,2.04,1379,986,3.9,Law,59300,Senior,No,
S02846,21,Male,3.34,908,990,3.8,Engineering,34100,Senior,No,
S02847,25,Female,2.94,1278,928,2.32,Mathematics,56200,Entry,No,
S02848,20,Female,2.69,1502,868,3.83,Business,45100,Mid,No,
S02849,27,Female,3.72,1280,685,3.76,Law,53500,Senior,No,
S02850,19,Female,3.71,1561,179,2.75,Arts,75300,Entry,No,
S02851,28,Female,2.04,1259,293,2.79,Engineering,33000,Entry,No,
S02852,26,Female,3.22,1075,375,2.92,Computer Science,42300,Entry,No,
S02853,27,Male,2.74,1384,59,3.31,Mathematics,38500,Entry,Yes,
S02854,22,Male,2.83,1304,54,2.52,Arts,57400,Senior,Yes,
S02855,24,Male,3.66,932,914,2.05,Engineering,56200,Entry,No,
S02856,28,Male,2.62,1364,769,2.28,Computer Science,46800,Entry,No,
S02857,28,Female,3.89,1595,245,2.88,Mathematics,67600,Entry,No,
S02858,19,Female,2.36,1056,149,2.56,Engineering,50400,Mid,No,
S02859,26,Male,3.33,1464,796,3.53,Arts,40800,Entry,Yes,
S02860,26,Female,3.34,1101,368,2.21,Computer Science,69800,Entry,No,
S02861,21,Male,2.5,1074,16,3.83,Mathematics,46400,Mid,Yes,
S02862,21,Male,2.65,1143,176,3.79,Engineering,47500,Mid,No,
S02863,23,Male,3.67,1168,540,3.82,Business,48700,Entry,No,
S02864,27,Male,3.52,1345,406,3.48,Computer Science,53400,Executive,No,
S02865,27,Male,2.66,973,467,2.21,Engineering,67800,Mid,No,
S02866,27,Female,3.07,995,880,2.88,Business,63400,Mid,Yes,
S02867,23,Male,2.12,1072,129,2.26,Computer Science,59300,Mid,No,
S02868,29,Other,2.42,1305,223,3.98,Engineering,35500,Entry,No,
S02869,18,Male,2.97,1054,884,2.67,Arts,49600,Entry,No,
S02870,26,Male,2.17,1082,244,3.17,Computer Science,47900,Senior,No,
S02871,19,Male,3.69,1222,426,3.56,Computer Science,58400,Entry,No,
S02872,22,Female,3.44,1188,354,3.84,Mathematics,47100,Senior,No,
S02873,26,Male,3.89,1157,750,3.51,Business,71600,Entry,No,
S02874,21,Female,3.39,1486,744,3.35,Law,59700,Entry,No,
S02875,28,Female,3.88,1073,326,2.93,Mathematics,58900,Entry,No,
S02876,20,Female,3.11,1229,604,3.21,Law,35300,Mid,No,
S02877,24,Female,3.2,1130,3,2.19,Engineering,39200,Mid,No,
S02878,23,Male,3.95,1060,479,3.77,Arts,42100,Entry,No,
S02879,25,Male,3.28,1085,976,3.09,Business,50100,Mid,No,
S02880,20,Male,2.06,1042,81,2.08,Computer Science,67900,Entry,No,
S02881,22,Female,3.45,1181,44,3.84,Law,38600,Mid,No,
S02882,27,Male,3.81,1539,155,2.98,Business,25700,Mid,No,
S02883,21,Male,3.59,1577,947,3.74,Business,71500,Entry,No,
S02884,21,Other,3.17,926,536,3.71,Mathematics,43100,Mid,No,
S02885,21,Male,3.34,1145,916,3.63,Business,49000,Entry,No,
S02886,27,Female,3.98,1386,928,2.12,Computer Science,65100,Senior,No,
S02887,25,Female,2.18,1546,99,2.49,Mathematics,67600,Entry,Yes,
S02888,23,Male,3.33,1101,397,3.75,Medicine,36300,Entry,No,
S02889,20,Male,2.57,920,880,3.8,Business,54000,Mid,Yes,
S02890,27,Male,3.28,1490,171,2.92,Medicine,70900,Mid,Yes,
S02891,22,Female,3.22,1569,148,2.88,Law,50600,Senior,No,
S02892,23,Female,2.31,993,123,2.35,Arts,66600,Entry,No,
S02893,22,Female,2.41,907,112,3.94,Mathematics,52500,Mid,No,
S02894,23,Female,3.24,1371,130,2.43,Law,66500,Entry,Yes,
S02895,25,Female,2.26,1238,68,2.38,Mathematics,70000,Entry,No,
S02896,24,Male,2.53,1158,859,3.32,Arts,76000,Mid,No,
S02897,22,Male,3.67,954,828,2.49,Arts,57100,Senior,Yes,
S02898,27,Female,2.65,1447,729,3.88,Mathematics,44100,Senior,No,
S02899,23,Male,2.98,905,900,2.02,Law,54100,Mid,Yes,
S02900,21,Male,3.88,1276,892,2.01,Engineering,55000,Mid,No,
S02901,29,Female,2.45,1453,608,3.01,Computer Science,50200,Mid,No,
S02902,26,Male,2.78,949,657,2.98,Medicine,61000,Mid,No,
S02903,21,Female,3.21,1011,897,2.33,Engineering,58500,Senior,No,
S02904,18,Female,3.51,1045,545,2.99,Medicine,54300,Entry,No,
S02905,24,Male,3.8,1129,286,2.82,Mathematics,83000,Entry,No,
S02906,24,Female,3.83,1396,5,3.78,Computer Science,37800,Mid,Yes,
S02907,21,Male,3.55,1205,118,2.02,Mathematics,55500,Mid,No,
S02908,20,Male,2.46,1441,652,3.95,Business,50100,Mid,No,
S02909,25,Male,2.05,1360,230,3.25,Mathematics,25000,Entry,No,
S02910,22,Male,2.77,1527,160,2.3,Law,40600,Entry,Yes,
S02911,27,Female,2.28,1125,294,2.09,Engineering,28800,Senior,No,
S02912,24,Male,3.42,958,761,3.08,Mathematics,62500,Entry,No,
S02913,21,Male,3.32,975,785,2.47,Computer Science,31100,Entry,Yes,
S02914,21,Male,2.09,1327,186,2.6,Law,29400,Entry,No,
S02915,25,Female,3.67,1031,877,2.49,Engineering,46900,Executive,No,
S02916,25,Female,2.5,1397,552,3.3,Mathematics,44800,Entry,Yes,
S02917,19,Male,2.86,1492,224,3.11,Arts,44000,Mid,Yes,
S02918,19,Male,3.34,1204,152,2.16,Mathematics,33700,Mid,No,
S02919,20,Male,2.86,966,140,3.05,Engineering,63400,Mid,No,
S02920,29,Male,2.88,1129,367,3.58,Business,47400,Entry,No,
S02921,29,Female,2.13,1232,128,2.16,Business,64600,Entry,No,
S02922,20,Female,2.8,1176,351,3.78,Medicine,35200,Senior,No,
S02923,18,Male,3.53,1483,147,3.16,Engineering,40400,Mid,No,
S02924,20,Male,3.83,1043,285,3.9,Mathematics,36900,Entry,Yes,
S02925,23,Male,2.83,1150,469,2.3,Arts,49600,Entry,Yes,
S02926,25,Female,2.85,1590,218,3.99,Mathematics,39900,Entry,Yes,
S02927,29,Male,3.41,979,436,3.29,Business,66200,Entry,No,
S02928,27,Other,3.89,956,732,3.13,Medicine,25000,Mid,No,
S02929,23,Female,2.53,1265,145,3.03,Mathematics,75300,Entry,No,
S02930,22,Male,2.88,1207,841,2.05,Arts,45500,Senior,No,
S02931,21,Female,3.59,1073,277,3.88,Arts,38400,Entry,No,
S02932,20,Female,3.22,1361,754,3.29,Mathematics,77600,Mid,No,
S02933,21,Female,2.22,1577,60,2.18,Arts,48500,Entry,No,
S02934,24,Male,3.26,1495,610,2.04,Computer Science,45500,Entry,No,
S02935,18,Male,2.37,1392,843,2.1,Business,40700,Mid,Yes,
S02936,24,Female,3.02,1459,375,3.22,Computer Science,46000,Entry,No,
S02937,18,Female,3.06,1538,404,3.23,Computer Science,57300,Mid,No,
S02938,19,Female,3.75,1580,881,3,Business,57800,Mid,Yes,
S02939,21,Female,2.92,1273,693,2.61,Engineering,32100,Entry,No,
S02940,18,Female,2.56,1248,114,3.06,Law,32500,Entry,No,
S02941,28,Female,2.46,966,495,3.03,Medicine,65400,Entry,No,
S02942,29,Male,3.75,1229,615,2.04,Mathematics,42100,Mid,No,
S02943,28,Female,2.34,1093,336,2.56,Law,49100,Entry,Yes,
S02944,28,Female,2.85,1054,831,2.11,Law,51800,Senior,No,
S02945,26,Female,2.37,1059,569,3.8,Law,72000,Mid,No,
S02946,29,Female,3.55,1595,285,3.45,Law,69800,Entry,No,
S02947,23,Male,2.95,1165,129,3.99,Business,55100,Senior,No,
S02948,18,Female,2.7,1067,892,2.6,Law,39900,Senior,No,
S02949,18,Female,2.72,1044,978,3.76,Medicine,84700,Entry,No,
